SCHOOL,STATE,CITY,PROGRAM,TYPE,DEPARTMENT,DELIVERY,DURATION,PREREQ,LINK,LOC_LAT,LOC_LONG,WORLD_RANK,COUNTRY,TEACHING,INTERNATIONAL,RESEARCH,CITATIONS,INCOME,TOTAL_SCORE,NUM_STUDENTS,STUDENT_STAFF_RATIO,INTERNATIONAL_STUDENTS,F_M_RATIO,YEAR
University of Florida,Florida,Gainesville,Master of Science in Information Systems and Operations Management (Business Intelligence & Analytics specialization),M,Warrington College of Business Administration,Campus,36 credit hours,Not Available,http://warrington.ufl.edu/graduate/academics/ms-isom/,29.6382,-82.3612,128,United States of America,52,31.2,62.9,56,-,54.5,50095,18.7,9%,54:46:00,2013
University of Florida,Florida,Gainesville,Master of Science in Information Systems and Operations Management (Business Intelligence & Analytics specialization),M,Warrington College of Business Administration,Campus,36 credit hours,Not Available,http://warrington.ufl.edu/graduate/academics/ms-isom/,29.6382,-82.3612,128,United States of America,46.7,25.9,59.9,50.9,-,50,50095,18.7,9%,54:46:00,2012
University of Florida,Florida,Gainesville,Master of Science in Information Systems and Operations Management (Business Intelligence & Analytics specialization),M,Warrington College of Business Administration,Campus,36 credit hours,Not Available,http://warrington.ufl.edu/graduate/academics/ms-isom/,29.6382,-82.3612,128,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2011
University of Georgia,Georgia,Athens,MBA with concentration in Business Analytics,M,Terry College of Business,Campus,68 credit hours,Not Available,http://mba.terry.uga.edu/fulltime/concentrations/business-analytics,33.9564,-83.374,251-300,United States of America,41.1,39.2,30.5,52.2,30.9,-,33119,19.9,7%,123:40:00,2016
University of Georgia,Georgia,Athens,MBA with concentration in Business Analytics,M,Terry College of Business,Campus,68 credit hours,Not Available,http://mba.terry.uga.edu/fulltime/concentrations/business-analytics,33.9564,-83.374,251-300,United States of America,39.7,35.3,28.9,46.6,31.1,-,33119,19.9,7%,57:43:00,2015
University of Georgia,Georgia,Athens,MBA with concentration in Business Analytics,M,Terry College of Business,Campus,68 credit hours,Not Available,http://mba.terry.uga.edu/fulltime/concentrations/business-analytics,33.9564,-83.374,251-300,United States of America,39.6,35,28.9,46.1,30.7,-,33119,19.9,7%,57:43:00,2014
University of Georgia,Georgia,Athens,MBA with concentration in Business Analytics,M,Terry College of Business,Campus,68 credit hours,Not Available,http://mba.terry.uga.edu/fulltime/concentrations/business-analytics,33.9564,-83.374,251-300,United States of America,45.4,36.2,40.1,46.8,31.3,-,33119,19.9,7%,57:43:00,2013
University of Georgia,Georgia,Athens,MBA with concentration in Business Analytics,M,Terry College of Business,Campus,68 credit hours,Not Available,http://mba.terry.uga.edu/fulltime/concentrations/business-analytics,33.9564,-83.374,251-300,United States of America,44.4,30.6,36.4,37.3,27.7,-,33119,19.9,7%,57:43:00,2012
University of Georgia,Georgia,Athens,MBA with concentration in Business Analytics,M,Terry College of Business,Campus,68 credit hours,Not Available,http://mba.terry.uga.edu/fulltime/concentrations/business-analytics,33.9564,-83.374,251-300,United States of America,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2011
University of Illinois at Chicago,Illinois,Chicago,"Master of Science in Health Informatics Research Track, Health Informatics (IBHE-Approved Certificate), Master of Science in Business Analytics, Master of Science in Management Information Systems",M,Department of Biomedical and Health Information Sciences,Online,45 credit hours,Not Available,http://catalog.uic.edu/gcat/colleges-schools/applied-health-sciences/him-cert/ibhe-cert/,41.8727,-87.6511,167,United States of America,40.9,58.1,29.2,63.2,38,-,24313,9.2,17%,124:40:00,2016
University of Illinois at Chicago,Illinois,Chicago,"Master of Science in Health Informatics Research Track, Health Informatics (IBHE-Approved Certificate), Master of Science in Business Analytics, Master of Science in Management Information Systems",M,Department of Biomedical and Health Information Sciences,Online,45 credit hours,Not Available,http://catalog.uic.edu/gcat/colleges-schools/applied-health-sciences/him-cert/ibhe-cert/,41.8727,-87.6511,167,United States of America,43,53.4,34.1,55.1,40.7,-,24313,9.2,17%,53:47:00,2015
University of Illinois at Chicago,Illinois,Chicago,"Master of Science in Health Informatics Research Track, Health Informatics (IBHE-Approved Certificate), Master of Science in Business Analytics, Master of Science in Management Information Systems",M,Department of Biomedical and Health Information Sciences,Online,45 credit hours,Not Available,http://catalog.uic.edu/gcat/colleges-schools/applied-health-sciences/him-cert/ibhe-cert/,41.8727,-87.6511,167,United States of America,45.5,43.3,34.9,56.2,31.1,45,24313,9.2,17%,53:47:00,2014
University of Illinois at Chicago,Illinois,Chicago,"Master of Science in Health Informatics Research Track, Health Informatics (IBHE-Approved Certificate), Master of Science in Business Analytics, Master of Science in Management Information Systems",M,Department of Biomedical and Health Information Sciences,Online,45 credit hours,Not Available,http://catalog.uic.edu/gcat/colleges-schools/applied-health-sciences/him-cert/ibhe-cert/,41.8727,-87.6511,167,United States of America,53.9,29.1,42.6,52.9,40.4,48,24313,9.2,17%,53:47:00,2013
University of Illinois at Chicago,Illinois,Chicago,"Master of Science in Health Informatics Research Track, Health Informatics (IBHE-Approved Certificate), Master of Science in Business Analytics, Master of Science in Management Information Systems",M,Department of Biomedical and Health Information Sciences,Online,45 credit hours,Not Available,http://catalog.uic.edu/gcat/colleges-schools/applied-health-sciences/him-cert/ibhe-cert/,41.8727,-87.6511,167,United States of America,53.3,27.2,43.9,43.3,38.6,45.2,24313,9.2,17%,53:47:00,2012
University of Illinois at Chicago,Illinois,Chicago,"Master of Science in Health Informatics Research Track, Health Informatics (IBHE-Approved Certificate), Master of Science in Business Analytics, Master of Science in Management Information Systems",M,Department of Biomedical and Health Information Sciences,Online,45 credit hours,Not Available,http://catalog.uic.edu/gcat/colleges-schools/applied-health-sciences/him-cert/ibhe-cert/,41.8727,-87.6511,167,United States of America,57.8,51.8,46.8,34.7,-,46.4,24313,9.2,17%,53:47:00,2011
University of Illinois at Urbana-Champaign,Illinois,Champaign,"Master of Science in Statistics: Analytics Concentration, MS in Information Management, Master of Computer Science in Data Science",M,Department of Statistics,Campus,30 credit hours,"math, statistics",http://cs.illinois.edu/admissions/graduate/applications-process-requirements,40.1089,-88.2303,29,United States of America,64.5,45.8,81.2,86.8,52.8,74.5,42727,18.7,20%,125:40:00,2016
University of Illinois at Urbana-Champaign,Illinois,Champaign,"Master of Science in Statistics: Analytics Concentration, MS in Information Management, Master of Computer Science in Data Science",M,Department of Statistics,Campus,30 credit hours,"math, statistics",http://cs.illinois.edu/admissions/graduate/applications-process-requirements,40.1089,-88.2303,29,United States of America,67.7,43.9,79,77.8,51.7,71.9,42727,18.7,20%,47:53:00,2015
University of Illinois at Urbana-Champaign,Illinois,Champaign,"Master of Science in Statistics: Analytics Concentration, MS in Information Management, Master of Computer Science in Data Science",M,Department of Statistics,Campus,30 credit hours,"math, statistics",http://cs.illinois.edu/admissions/graduate/applications-process-requirements,40.1089,-88.2303,29,United States of America,66,41.1,78.9,79.4,-,71.4,42727,18.7,20%,47:53:00,2014
University of Illinois at Urbana-Champaign,Illinois,Champaign,"Master of Science in Statistics: Analytics Concentration, MS in Information Management, Master of Computer Science in Data Science",M,Department of Statistics,Campus,30 credit hours,"math, statistics",http://cs.illinois.edu/admissions/graduate/applications-process-requirements,40.1089,-88.2303,29,United States of America,74.2,36,84.9,80.8,-,75.8,42727,18.7,20%,47:53:00,2013
University of Illinois at Urbana-Champaign,Illinois,Champaign,"Master of Science in Statistics: Analytics Concentration, MS in Information Management, Master of Computer Science in Data Science",M,Department of Statistics,Campus,30 credit hours,"math, statistics",http://cs.illinois.edu/admissions/graduate/applications-process-requirements,40.1089,-88.2303,29,United States of America,67.9,50.7,81.3,81.5,-,74.2,42727,18.7,20%,47:53:00,2012
University of Illinois at Urbana-Champaign,Illinois,Champaign,"Master of Science in Statistics: Analytics Concentration, MS in Information Management, Master of Computer Science in Data Science",M,Department of Statistics,Campus,30 credit hours,"math, statistics",http://cs.illinois.edu/admissions/graduate/applications-process-requirements,40.1089,-88.2303,29,United States of America,68.1,55.9,80.9,72.9,-,73,42727,18.7,20%,47:53:00,2011
University of Iowa,Iowa,Iowa City,Master of Science in Business Analytics,M,Henry B. Tippie College of Business,Campus,30 Credits,Not Available,http://tippie.uiowa.edu/business-analytics/,41.6607,-91.5357,201-250,United States of America,41,32.3,26.7,73.5,54.1,-,27526,11.6,11%,126:40:00,2016
University of Iowa,Iowa,Iowa City,Master of Science in Business Analytics,M,Henry B. Tippie College of Business,Campus,30 Credits,Not Available,http://tippie.uiowa.edu/business-analytics/,41.6607,-91.5357,201-250,United States of America,41.9,31.7,33.5,71,49.3,47.5,27526,11.6,11%,52:48:00,2015
University of Iowa,Iowa,Iowa City,Master of Science in Business Analytics,M,Henry B. Tippie College of Business,Campus,30 Credits,Not Available,http://tippie.uiowa.edu/business-analytics/,41.6607,-91.5357,201-250,United States of America,44.2,29.3,31.6,70.4,-,46.7,27526,11.6,11%,52:48:00,2014
University of Iowa,Iowa,Iowa City,Master of Science in Business Analytics,M,Henry B. Tippie College of Business,Campus,30 Credits,Not Available,http://tippie.uiowa.edu/business-analytics/,41.6607,-91.5357,201-250,United States of America,49,26.4,40.9,65.7,-,49.3,27526,11.6,11%,52:48:00,2013
University of Iowa,Iowa,Iowa City,Master of Science in Business Analytics,M,Henry B. Tippie College of Business,Campus,30 Credits,Not Available,http://tippie.uiowa.edu/business-analytics/,41.6607,-91.5357,201-250,United States of America,47.7,21.9,42.1,61.3,-,47.6,27526,11.6,11%,52:48:00,2012
University of Iowa,Iowa,Iowa City,Master of Science in Business Analytics,M,Henry B. Tippie College of Business,Campus,30 Credits,Not Available,http://tippie.uiowa.edu/business-analytics/,41.6607,-91.5357,201-250,United States of America,48.6,31.7,59.8,54.8,-,53.3,27526,11.6,11%,52:48:00,2011
University of Kansas,Kansas,Lawrence,"Certificate in Business Analytics, MBA for Working Professionals with Business Analytics Advanced Core",C,School of Business,Campus,12 credits,Not Available,http://www.business.ku.edu/business-analytics,38.9574,-95.2459,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,127:40:00,2016
University of Kansas,Kansas,Lawrence,"Certificate in Business Analytics, MBA for Working Professionals with Business Analytics Advanced Core",C,School of Business,Campus,12 credits,Not Available,http://www.business.ku.edu/business-analytics,38.9574,-95.2459,NA,NA,30.6,32.2,20.1,62.2,36.2,-,0,0,0%,0:00:00,2015
University of Kansas,Kansas,Lawrence,"Certificate in Business Analytics, MBA for Working Professionals with Business Analytics Advanced Core",C,School of Business,Campus,12 credits,Not Available,http://www.business.ku.edu/business-analytics,38.9574,-95.2459,NA,NA,33.9,33.6,19.8,59.9,35.9,-,0,0,0%,0:00:00,2014
University of Kansas,Kansas,Lawrence,"Certificate in Business Analytics, MBA for Working Professionals with Business Analytics Advanced Core",C,School of Business,Campus,12 credits,Not Available,http://www.business.ku.edu/business-analytics,38.9574,-95.2459,NA,NA,36.1,28.1,20.5,57.2,34.5,-,0,0,0%,0:00:00,2013
University of Kansas,Kansas,Lawrence,"Certificate in Business Analytics, MBA for Working Professionals with Business Analytics Advanced Core",C,School of Business,Campus,12 credits,Not Available,http://www.business.ku.edu/business-analytics,38.9574,-95.2459,NA,NA,33.2,23.5,20.1,43,27.6,-,0,0,0%,0:00:00,2012
University of Kansas,Kansas,Lawrence,"Certificate in Business Analytics, MBA for Working Professionals with Business Analytics Advanced Core",C,School of Business,Campus,12 credits,Not Available,http://www.business.ku.edu/business-analytics,38.9574,-95.2459,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2011
"University of Maryland, Baltimore County",Maryland,Baltimore,Master of Science in Information Systems,M,Department of Information Science,Online,34 credit hours,Not Available,http://onlinems.umbc.edu/,39.2567,-76.7116,NA,NA,21.3,28.2,18.2,61.3,31.7,-,13908,18.1,7%,128:40:00,2016
"University of Maryland, Baltimore County",Maryland,Baltimore,Master of Science in Information Systems,M,Department of Information Science,Online,34 credit hours,Not Available,http://onlinems.umbc.edu/,39.2567,-76.7116,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2015
"University of Maryland, Baltimore County",Maryland,Baltimore,Master of Science in Information Systems,M,Department of Information Science,Online,34 credit hours,Not Available,http://onlinems.umbc.edu/,39.2567,-76.7116,NA,NA,16.9,34.4,15,65.9,32.6,-,13908,18.1,7%,46:54:00,2014
"University of Maryland, Baltimore County",Maryland,Baltimore,Master of Science in Information Systems,M,Department of Information Science,Online,34 credit hours,Not Available,http://onlinems.umbc.edu/,39.2567,-76.7116,NA,NA,19.4,32.6,16.4,65.2,32.6,-,13908,18.1,7%,46:54:00,2013
"University of Maryland, Baltimore County",Maryland,Baltimore,Master of Science in Information Systems,M,Department of Information Science,Online,34 credit hours,Not Available,http://onlinems.umbc.edu/,39.2567,-76.7116,NA,NA,17.6,18.6,14.5,52.8,29.9,-,13908,18.1,7%,46:54:00,2012
"University of Maryland, Baltimore County",Maryland,Baltimore,Master of Science in Information Systems,M,Department of Information Science,Online,34 credit hours,Not Available,http://onlinems.umbc.edu/,39.2567,-76.7116,NA,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2011
"University of Maryland, College Park",Maryland,College Park,"Master of Information Management, MS in Business, Marketing Analytics, Online MBA - Specialization in Information Systems & Business Analytics, Ph.D. in Information Studies - Concentration in Big Data/Data Science",M,College of Information Studies,Campus,36 credits,Not Available,http://ischool.umd.edu/mim,38.9886,-76.9397,NA,NA,45,43.5,42.1,88.2,32.3,56.7,31331,8.4,9%,129:40:00,2016
